indi_pt,count
"Blood 1,25-dihydroxycholecalciferol increased",2
Paradoxical insomnia,2
SPASTICITY MUSCLE,2
Raoultella test positive,2
COAGULASE NEGATIVE STAPHYLOCOCCAL INFECTION,2
NATIVE VALVE ENDOCARDITIS,2
Erectile dysfunction NOS,2
Broken blood vessel in eye,2
XXXY syndrome,2
Skin graft scar,2
ACUTE CORONARY SYNDROME,2
Seborrhoeic alopecia,2
Double stranded DNA antibody,2
Acrodermatitis chronica atrophicans,2
Parathyroid scan abnormal,2
Maffucci syndrome,2
Pharyngeal polyp,2
OGILVIE'S SYNDROME,2
Cramp,2
Removal of renal transplant,2
Gallbladder necrosis,2
Amniotic fluid index decreased,2
Phrenic nerve injury,2
Foot injury,2
 ANXIETY,2
ADVERSE REACTION,2
Iron deficiency anemia,2
BURN,2
VIIth nerve injury,2
HIV antibody negative,2
DISSEMINATED MYCOBACTERIUM AVIUM COMPLEX INFECTION,2
Product intolerance,2
Administration site atrophy,2
Prepuce redundant,2
 ANAESTHESIA,2
Haemorrhagic ascites,2
Umbilical cord vascular disorder,2
Emergency care examination,2
Activated protein C resistance test positive,2
Central venous pressure abnormal,2
Severe invasive streptococcal infection,2
 BACKACHE,2
Swyer syndrome,2
Retinal anomaly congenital,2
Post procedural pruritus,2
HEMODYNAMIC INSTABILITY,2
Lipoma excision,2
ANAL FISSURE,2
Alpha 1 globulin decreased,2
HEPATIC FUNCTION ABNORMAL,2
DRUG INDUCED LIVER INJURY,2
SENSITIVITY OF TEETH,2
STOMACH VIRUS,2
STOMACH CRAMPS,2
Antimetropia,2
Hypercalcitoninaemia,2
CMV INFECTION,2
ORAL THRUSH,2
Soft tissue flap operation,2
Nephritis autoimmune,2
Microphthalmos,2
NASOENDOSCOPY,2
Peripheral nerve infection,2
Bleeding postpartum,2
Intraductal papilloma of breast,2
Pedal pulse decreased,2
NEUROMUSCULAR BLOCKADE REVERSAL,2
HEPATITIS B  IMMUNIZATION,2
Tremor limb,2
Gamma radiation therapy,2
Gout attack,2
HYPOGAMMAGLOBULINEMIA,2
Blood carbon monoxide decreased,2
Poor response to ovulation induction,2
Cyanopsia,2
Hymenolepiasis,2
 IRRITABLE BOWEL SYNDROME,2
FRACTURE PAIN,2
Lung induration,2
Sebaceous gland infection,2
Acquired chromosomal abnormality,2
Optical coherence tomography,2
Bone cyst excision,2
Haemorrhagic transformation stroke,2
BLOOD CULTURE POSITIVE,2
Rectal pain,2
Foreign body in gastrointestinal tract,2
Nasoendoscopy,2
Agonal respiration,2
Cohen syndrome,2
Hypotonic-hyporesponsive episode,2
Epiglottis reconstruction,2
Haemorrhagic cerebral infarction,2
Medical device site rash,2
PROSTHESIS RELATED INFECTION,2
Prophylaxis of NSAID gastric ulceration,2
Trigeminal nerve ablation,2
PAIN IN TOE,2
OVARIAN DISORDER,2
Disruption of the photoreceptor inner segment-outer segment,2
Blood cholinesterase increased,2
Beta globulin abnormal,2
DEPRESSION PSYCHOTIC,2
Spondylodiscitis,2
DEVICE THERAPY,2
Blood uric acid normal,2
Continuous glucose monitoring,2
Renal haematoma,2
Hashimoto's disease,2
Thyroid nodule,2
ADENOMATOUS POLYPOSIS COLI,2
Menstrual cycle abnormal,2
 CONVULSION PROPHYLAXIS,2
Anxiety neurosis,2
DYSURIA,2
Ankle brachial index,2
Factor II inhibition,2
LACTATION INHIBITION THERAPY,2
Sinus pressure,2
Rash scarlatiniform,2
PARTIAL EPILEPSY,2
Congenital rubella syndrome,2
POSTNASAL DRIP,2
CARDIAC ABLATION,2
CERVICAL PAIN,2
Acrophobia,2
LASIK EYE SURGERY,2
SODIUM LOW,2
Lip repair,2
Intestinal diaphragm disease,2
ANXIOLYTIC THERAPY,2
Breast capsulectomy,2
INFERTILITY,2
Skin scar contracture,2
Bipolar depression,2
Natural killer cell activity increased,2
 ATRIAL FIBRILLATION,2
Myelocyte count,2
CHRONIC INSOMNIA,2
Myectomy,2
Generalized aching,2
5q-syndrome,2
Brain stem thrombosis,2
Prostatic disorder NOS,2
Hemianopia heteronymous,2
Endometrial adenoma,2
Foetal haemoglobin increased,2
Nerve conduction studies,2
Biopsy bronchus,2
Gastric variceal injection,2
Acrodermatitis enteropathica,2
Benign essential hypertension,2
Triple A syndrome,2
Confusion,2
Vagal nerve stimulator implantation,2
Antidepressant drug level below therapeutic,2
Dermal absorption impaired,2
HIV antigen positive,2
HER-2 protein overexpression,2
WOUND DRESSING,2
Genital discharge,2
ROOT ABSCESS,2
Pycnodysostosis,2
 MACULAR EDEMA,2
Interferon gamma release assay,2
Congenital tongue anomaly,2
Insulin C-peptide,2
OESOPHAGEAL REFLUX,2
HEMOCHROMATOSIS,2
Root abscess,2
TRANSTHORACIC ECHOCARDIOGRAM,2
Calcium phosphate product,2
CSF eosinophil count,2
PROTEIN URINE,2
Ammonia normal,2
CAROTID ARTERY STENOSIS,2
PNEUMOCYSTIS JIROVECI PNEUMONIA,2
CHRONIC GRAFT VERSUS HOST DISEASE,2
Traumatic ulcer,2
IIIrd nerve injury,2
Trigeminal palsy,2
Wilson's disease,2
Ovarian haemorrhage,2
Nausea post chemotherapy,2
Intraocular pressure test normal,2
Inspiratory capacity decreased,2
POSTNATAL DEPRESSION (EXCL PSYCHOSIS),2
DUODENAL ULCER,2
MULTIFOCAL MOTOR NEUROPATHY,2
Magnetic resonance imaging normal,2
Drug dose titration not performed,2
MOVEMENT DISORDER,2
Hemoglobin decreased,2
Hepatic gas gangrene,2
Tracheal oedema,2
Hepatitis A virus test,2
Escherichia coli bacteremia,2
Paraneoplastic glomerulonephritis,2
Piloerection,2
PHLEBITIS,2
Surgical menopause,2
Congenital nose malformation,2
Anal dilatation,2
Bone disorder (NOS),2
BLOOD TESTOSTERONE DECREASED,2
"Chronic ischaemic heart disease, unspecified",2
Lumbar disc herniation,2
Vascular access site haemorrhage,2
Stimulation of spermatogenesis,2
Tri-iodothyronine free abnormal,2
Visual acuity tests,2
Acoustic shock,2
Hand-arm vibration syndrome,2
Acceleromyography,2
Epidermoid cyst excision,2
Swelling NOS,2
Surgical haemostasis,2
Lyme borreliosis,2
HOSPITAL ACQUIRED INFECTION,2
Laryngitis allergic,2
Imprisonment of relative,2
Hepatic artery embolism,2
Auditory hallucinations,2
HYPERSENSITIVITY,2
Semen analysis abnormal,2
Synostosis,2
Blood catecholamines,2
ANTIEMETIC SUPPORTIVE CARE,2
VENTRICULAR ARRHYTHMIA,2
Renal haemangioma,2
ESCHERICHIA COLI BACTEREMIA,2
Pneumocystis jiroveci prophylaxis,2
Vulvovaginitis chlamydial,2
Suspected product contamination,2
Agonal rhythm,2
Term birth,2
Fluid balance positive,2
THYROIDECTOMY,2
Portal fibrosis,2
Sweating,2
Hyponatremia,2
Fluorescent in situ hybridisation,2
Demented relative,2
THROMBOTIC THROMBOCYTOPENIC PURPURA,2
Drug level abnormal,2
Viral load abnormal,2
Hyperresponsive to stimuli,2
Catastrophic reaction,2
Gastrointestinal decompression,2
Glucose intolerance,2
Counterfeit drug administered,2
Scan abnormal,2
Septicemia,2
Infectious iridocyclitis,2
Pain in ankle,2
Diverticuloma,2
Drug withdrawal headache,2
Product odour abnormal,2
Wrong rate,2
Retinal perivascular sheathing,2
Urinary system X-ray,2
Mouth irritation,2
Bronchial ulceration,2
MEMORY LOSS,2
Pulled muscle,2
NYSTAGMUS,2
Achromotrichia acquired,2
Catheter site dermatitis,2
Granulocyte percentage increased,2
Diabetes mellitus NOS,2
Cephalo-pelvic disproportion,2
Mixed delusion,2
Cardiothoracic ratio increased,2
Smooth muscle antibody,2
Small for gestational age,2
Heat rash,2
Blood acid phosphatase abnormal,2
Prophylaxis antibiotic pre-surgical,2
MUSCLE RELAXANT,2
Meconium plug syndrome,2
MUSCLE ACHE,2
AMYOTROPHIC LATERAL SCLEROSIS,2
Periventricular nodular heterotopia,2
Product use complaint,2
Rectal obstruction,2
Pelvi-ureteric obstruction,2
Cystic acne,2
Uncontrolled hypertension,2
Venous stasis retinopathy,2
Pharyngeal erosion,2
Haemangioma embolisation,2
Hyperprolinaemia,2
Infusion site warmth,2
CUTANEOUS LUPUS ERYTHEMATOSUS,2
Aortic dissection rupture,2
Circumoral oedema,2
Gout flare,2
Implantable cardiac monitor insertion,2
Cytomegalovirus retinitis,2
CYSTITIS,2
Sebaceous adenoma,2
TESTOSTERONE DEFICIENCY,2
DISTURBANCE IN ATTENTION,2
Right aortic arch,2
Feeding tube complication,2
Intentional dose omission,2
Muscle relaxation,2
Malignant syphilis,2
Primitive reflex test,2
MRSA colonization,2
Palatal swelling,2
Gastrointestinal polyp,2
Foetal chromosome abnormality,2
Arterial bypass thrombosis,2
MEMORY IMPAIRMENT,2
Osteopontin,2
Mood alteration NOS,2
Hyporeflexia,2
Periorbital haematoma,2
Venogram renal,2
ACQUIRED IMMUNO DEFICIENCY SYNDROME,2
Muscle bleeding,2
Atrial fibrillation with rapid ventricular response,2
Urine drug screen positive,2
Otitis media pneumococcal,2
Factor X inhibition,2
Vaginal reflux,2
Ventricular enlargement,2
COMFORT scale score increased,2
Genital hypoaesthesia,2
Thyroxine free,2
Infant irritability,2
Tuberous sclerosis complex associated neuropsychiatric disease,2
Subcapsular hepatic haematoma,2
MICTURITION URGENCY,2
Vaginal mucosal blistering,2
Transient epileptic amnesia,2
EYE INFLAMMATION,2
Skin implant removal,2
MENSTRUAL DISORDER,2
BRUTON'S AGAMMAGLOBULINAEMIA,2
Vaginal septum,2
VIIIth nerve lesion,2
Hemophilia A with anti factor VIII,2
Diabetic gastropathy,2
Encephalitis rickettsial,2
Infusion site dryness,2
Restenosis,2
ASSISTED FERTILIZATION,2
VAGINAL DRYNESS,2
Eye haematoma,2
Radiotherapy to lymph nodes,2
Intraosseous access placement,2
Umbilical cord haemorrhage,2
Device placement issue,2
Subchorionic haematoma,2
Aspergillosis oral,2
RENAL FAILURE,2
Chemoembolization,2
DIABETIC RETINOPATHY,2
DOUBLE VESSEL BYPASS GRAFT,2
LUMBAGO,2
Congenital skin dimples,2
Matrix metalloproteinase-3 increased,2
Therapeutic response delayed,2
ENCEPHALOPATHY,2
Streptococcal sore throat,2
Extensor plantar response,2
Pyroglutamic acidosis,2
Complement factor C3 increased,2
Biopsy lip,2
Myoglobinuria,2
INR increased,2
CORD BLOOD TRANSPLANT THERAPY,2
Chronic skin ulcer,2
PULMONARY SEPSIS,2
Haemobilia,2
VASOCONSTRICTION,2
Bilirubin conjugated abnormal,2
Ultrasound bladder,2
Fibrillation,2
Retinal aneurysm rupture,2
SINUS HEADACHE,2
Loss of weight,2
Nail cuticle fissure,2
Aortic intramural haematoma,2
ACUTE MANIA,2
Staphylococcal bacteremia,2
Congenital aortic stenosis,2
Ileocolostomy,2
Sores mouth,2
Dialysis membrane reaction,2
STRESS FRACTURE,2
Carbonic anhydrase gene mutation,2
Cholangitis suppurative,2
Uterine cervical laceration,2
Fracture blisters,2
Removal of dirt from skin,2
Calcium decreased,2
Anxiety depression,2
Catecholamine crisis,2
Von Willebrand's factor antibody,2
Pulmonary arterial wedge pressure decreased,2
INSULIN-DEPENDENT DIABETES MELLITUS,2
Lipids NOS high,2
HEAD COLD,2
Malnutrition-inflammation-atherosclerosis syndrome,2
Knee prosthesis insertion,2
Central vision loss,2
PERFUME SENSITIVITY,2
Fracture malunion,2
Anti factor X activity,2
Amphetamines positive,2
Eccentric fixation,2
Truncus arteriosus repair,2
Walking distance test abnormal,2
Alcoholic hepatitis,2
Product distribution issue,2
Periodontal inflammation,2
SPASMODIC TORTICOLLIS,2
Kenny-Caffey syndrome,2
Diabetic macular edema,2
Ankyloglossia acquired,2
Increased salivation,2
Septal panniculitis,2
Epinephrine,2
Bile duct necrosis,2
HEART RATE IRREGULAR,2
Hyperoxia,2
Rebound psoriasis,2
Corneal epithelial microcysts,2
NEUTROPENIC SEPSIS,2
Onychogryphosis,2
Smallpox immunisation,2
Activation syndrome,2
Product container issue,2
NOSOCOMIAL INFECTION,2
Facial wasting,2
Serrated polyposis syndrome,2
Reversible splenial lesion syndrome,2
CORONARY ARTERY BYPASS,2
Congenital ectopic pancreas,2
Stool analysis abnormal,2
 URINARY TRACT INFECTION,2
HERPES VIRUS INFECTION,2
Chronic insomnia,2
Craniofacial dysostosis,2
Painful periods,2
Chancroid,2
Nicotine addiction,2
Coagulation factor IX level decreased,2
Vibratory sense increased,2
Feeding disorder neonatal,2
OVARIAN CYST,2
Cerebral dysgenesis,2
Oral aphthae,2
Pingueculitis,2
AMYLOIDOSIS,2
ALLERGIC RASH,2
PALPITATIONS,2
Grip strength,2
 SEIZURE,2
 C.DIFFICILE DIARRHEA,2
FALL,2
Device deposit issue,2
Tracheostomy malfunction,2
Non ST segment elevation acute coronary syndrome,2
Gastrointestinal tract mucosal discolouration,2
SF3B1 gene mutation,2
 HYPOTHYROIDISM,2
TINEA,2
Stomach function disorder,2
IMPLANT INFECTION,2
STAPHYLOCOCCUS AUREUS ENDOCARDITIS,2
Small intestine operation,2
Fallopian tube cyst,2
Coagulation disorder NOS,2
Blood creatine phosphokinase BB increased,2
Victim of chemical submission,2
Heartbeats increased,2
BACTERAEMIA,2
Gastric acid increased,2
Baker's cyst,2
Hepatitis syphilitic,2
Pelvic exploration,2
Tendon sheath disorder,2
Fibrin degradation products,2
CENTRAL LINE INFECTION,2
Drug effect variable,2
Spur cell anaemia,2
Oesophageal lesion excision,2
Congenital oesophageal stenosis,2
Swelling of knees,2
Hemorrhage,2
Congenital thymus absence,2
Vertebral lateral recess stenosis,2
Resection of rectum,2
Endocarditis meningococcal,2
Flu symptoms,2
End stage AIDS,2
CONVULSIVE SEIZURE,2
Iris atrophy,2
PREMATURE LABOR,2
Uraemic gastropathy,2
Abdominal wall cyst,2
Corneal thickening,2
Chest wall pain,2
Rectal examination,2
Computerized tomogram,2
Tuberculosis sepsis,2
Adrenal androgen excess,2
 CELLULITIS OF FACE,2
Parinaud syndrome,2
Fascial operation,2
Grunting,2
Anaphylactoid shock,2
Fluid intake restriction,2
Product commingling,2
PRODUCTIVE COUGH,2
Apolipoprotein increased,2
Hemophilic arthropathy,2
Feeling unwell,2
Corticotrophin decreased,2
Salivary gland mucocoele,2
Gonalgia,2
Post pneumonectomy syndrome,2
CROW'S FEET,2
Tyrosine kinase mutation assay,2
Erythroblastosis foetalis,2
Intervertebral disc space narrowing,2
ACUTE CHOLECYSTITIS,2
Staphyloma,2
ANAL FISTULA,2
TYPHOID FEVER,2
Pyelocystitis,2
Genital odour,2
Chloracne,2
SPINAL OPERATION,2
Implant infection,2
KIDNEY STONE,2
LUNG TRANSPLANT REJECTION,2
UNCONTROLLED HYPERTENSION,2
OSTEITIS,2
Uterine stenosis,2
MAGIC syndrome,2
Ocular stroke,2
HYSTERECTOMY,2
DRUG-ELUTING CORONARY STENT PLACEMENT,2
Other venous embolism & thrombosis,2
Loss of therapeutic response,2
Alpha-1 antitrypsin deficiency carrier,2
Blood beryllium,2
Particle therapy,2
OSTEOGENESIS IMPERFECTA,2
ACUTE PAIN,2
IMPAIRED GASTRIC EMPTYING,2
Venous aneurysm,2
Pseudovasculitis,2
Pseudohyponatraemia,2
REFRACTORY ANAEMIA,2
Lymph nodes scan abnormal,2
Dental abscess,2
Varicella keratitis,2
GOUTY ARTHRITIS,2
Brain natriuretic peptide abnormal,2
MUSCLE ABSCESS,2
Complement factor C3 decreased,2
Hyperthermia therapy,2
Sinusitis NOS,2
Anorectal infection bacterial,2
Pharynx radiation injury,2
Amylase decreased,2
Cerebrospinal fluid reservoir placement,2
TOOTH EXTRACTION,2
Cardiovascular disorder NOS,2
RADICULOPATHY,2
Monilial infection,2
Opisthorchiasis,2
Gastroenteritis vibrio,2
Alpha-1 anti-trypsin increased,2
Product complaint,2
Dysplastic naevus syndrome,2
Antimitochondrial antibody,2
Albumin globulin ratio abnormal,2
Cerebellar haematoma,2
Involuntary medical treatment,2
Transvalvular pressure gradient increased,2
Ciliary body degeneration,2
Knee injury,2
ANKLE SPRAIN,2
Unstable angina,2
MANIC EPISODE,2
Parathyroid gland abscess,2
Proctitis viral,2
Inspissated bile syndrome,2
Carbon dioxide abnormal,2
Bone fissure,2
URIC ACID HIGH,2
Hypopotassaemia,2
Gastritis herpes,2
Orf,2
Vascular access site extravasation,2
VITAMIN SUPPLEMENTATION,2
Inflammatory marker decreased,2
Incontinence of urine,2
Total knee replacement,2
PRURITUS,2
Enteric duplication,2
Incision site ulcer,2
Urine albumin/creatinine ratio,2
Rigors,2
Bowel dysfunction,2
PEMPHIGUS VULGARIS,2
Iron low,2
Oesophagogastrostomy,2
Apheresis related complication,2
Victim of child abuse,2
Medical device discomfort,2
Premenopause,2
Necrotising panniculitis,2
Hyperlipidaemia NOS,2
Ulcer NOS,2
Hemophilia B (Factor IX),2
Vector-borne transmission of infection,2
Paresthesia,2
AUTOIMMUNE HEPATITIS,2
Back muscle spasms,2
Psoriasis area severity index,2
Fatigue extreme,2
Circadian dysrhythmia,2
Renal procedural complication,2
White blood cell count low,2
Noninfective myringitis,2
SEBORRHOEIC DERMATITIS,2
Superior oblique myokymia,2
COR PULMONALE CHRONIC,2
Birth control pill,2
RH ISOIMMUNIZATION,2
Caesarean delivery on maternal request,2
FACIAL NEURALGIA,2
Vascular endothelial growth factor overexpression,2
TIC,2
Nasal mucosal hypertrophy,2
CYP2D6 polymorphism,2
Laziness,2
Sensory level abnormal,2
Menstrual flow excessive,2
Ulnar tunnel syndrome,2
Yersinia sepsis,2
Gynaecological examination abnormal,2
INTENTIONAL USE BY INCORRECT ROUTE,2
MENINGITIS CRYPTOCOCCAL,2
Septic endocarditis,2
TOURETTE'S SYNDROME,2
TYPE 1 DIABETES MELLITUS,2
Palatectomy,2
Human papilloma virus test negative,2
Foot cramps,2
Tryptase increased,2
SUN SPOTS,2
INTERVERTEBRAL DISC HERNIATION,2
HCoV-HKU1 infection,2
Tilted disc syndrome,2
Vessel puncture site pain,2
Pregnancy test negative,2
Prophylaxis against drug-induced peptic ulcers,2
Radiation oedema,2
Epstein-Barr virus antibody,2
Upper back pain,2
Leg paresis,2
Genital infection viral,2
Hepatitis B surface antigen negative,2
Disseminated herpes simplex,2
Positron emission tomogram abnormal,2
Ischemia cerebral,2
Gastrooesophagitis,2
Analgesic asthma syndrome,2
Cardiac device implantation,2
Holt-Oram syndrome,2
Vitamin K increased,2
Urine potassium,2
Panic disorder NOS,2
Salivary gland cyst,2
Meningocele repair,2
Mazabraud's syndrome,2
Vascular puncture site sealing,2
BENIGN ESSENTIAL HYPERTENSION,2
Forced vital capacity decreased,2
PERIPHERAL EDEMA,2
Low tension glaucoma,2
Dehydroepiandrosterone increased,2
APPETITE DISORDER,2
Subclavian arteriosclerosis,2
Scalp haematoma,2
COORDINATION ABNORMAL,2
Pulmonary artery compression,2
Lack of empathy,2
Joint warmth,2
Staphylococcus aureus endocarditis,2
Aichmophobia,2
Paroxysmal nonkinesigenic dyskinesia,2
Cervix edema,2
Opsoclonus,2
Thyroid agenesis,2
Right ventricular systolic pressure decreased,2
MUSCLE STRAIN,2
Amniocentesis,2
Traumatic amputation,2
SWINE INFLUENZA,2
Irritable bladder,2
Removal of foreign body from external ear,2
Hepatitis viral test positive,2
Clot retraction abnormal,2
Gas,2
Fascicular block,2
Right ventricular ejection fraction decreased,2
Oral appliance application,2
Heartbeats irregular,2
Pregnancy related infection,2
"20,22-desmolase deficiency",2
Pain in hand,2
Radiation alopecia,2
Meteorism,2
ANTIINFLAMMATORY THERAPY,2
GI upset,2
CARDIOMYOPATHY,2
PETIT MAL EPILEPSY,2
Nasal mucosal discolouration,2
Blood calcitonin increased,2
Hypohaemoglobinaemia,2
MDS transformation,2
Sexual problem,2
Inadequate peritoneal dialysis,2
Myolipoma,2
Virilism foetal,2
DIABETIC PERIPHERAL NEUROPATHIC PAIN,2
Degenerative arthritis spine,2
Cold feet,2
Bilirubinuria,2
Asphyxiating thoracic dystrophy,2
Renal lesion excision,2
CHRONIC RENAL FAILURE ANEMIA,2
Pre-menstrual tension syndrome,2
Meningoencephalitis herpes simplex neonatal,2
Lacrimal gland enlargement,2
 PULMONARY HYPERTENSION SECONDARY,2
Potter's syndrome,2
Secondary parkinsonism,2
ABRASION NOS,2
Diabetic blindness,2
Common cold syndrome,2
Device defective,2
Vocal cordectomy,2
Oesophageal mucosal tear,2
Urethral polyp,2
Sympathetic nerve destruction,2
Chronic obstructive airways disease,2
Nocardia infection,2
HYPERPYREXIA,2
Mucosal hypertrophy,2
Dialysis efficacy test,2
Wyburn Mason's syndrome,2
Dryness of lips,2
Edentulous,2
Lung disease,2
RHEUMATIC DISORDER,2
Achilles tendonitis,2
Right upper quadrant pain,2
Phlebectasia,2
Blood thyroid stimulating hormone normal,2
Spinal stenosis NOS,2
Gastric function disorder,2
Epidural blood patch,2
NAUSEA POST CHEMOTHERAPY,2
Bacterial meningitis,2
Paranasal sinus polypectomy,2
Renin abnormal,2
Tri-iodothyronine uptake,2
Vaginal burning sensation,2
Loose stools,2
Reticular veins,2
Rhinoscleroma,2
Coronary vein stenosis,2
Coronary slow flow phenomenon,2
Vitamin A deficiency related conjunctival disorder,2
PULLED MUSCLE,2
Coma scale,2
Teeth brittle,2
Living in residential institution,2
DENTAL ABSCESS,2
Adrenal atrophy,2
Amoeba test positive,2
STREPTOCOCCAL INFECTION,2
Nyctalgia,2
Urination difficulty,2
Apolipoprotein B abnormal,2
Apolipoprotein B increased,2
Alpha 1 globulin,2
Orthopedic procedure,2
Parametritis,2
Mood depression,2
Hypervitaminosis B12,2
Aeromonas test positive,2
Anorectal varices,2
Instillation site pruritus,2
Schistosoma mansoni infection,2
Wound evisceration,2
Incomplete precocious puberty,2
DENTAL OPERATION,2
Dorsal root ganglionopathy,2
Geniculate ganglionitis,2
Jitteriness,2
Claudication of jaw muscles,2
Irritability postvaccinal,2
Cerebellar artery thrombosis,2
Kidney congestion,2
Coagulation factor level abnormal,2
Pneumonic plague,2
Immune-mediated mucositis,2
Sperm concentration abnormal,2
Iris bombe,2
Nerve oedema,2
AUTOMOBILE ACCIDENT,2
TNFAIP3 mutation,2
Tobacco interaction,2
Cardiac tuberculosis,2
Necrotising bronchiolitis,2
Protein C decreased,2
Faecal calprotectin abnormal,2
Diabetic polyneuropathy,2
Bankart lesion,2
Tourette's syndrome,2
THROMBOSIS IN DEVICE,2
Vascular dissection,2
GRAFT REJECTION,2
Neuropathy NOS,2
Victim of homicide,2
Cellulitis of arm,2
WT1 gene mutation,2
GRAVES' DISEASE,2
Hypochromasia,2
Retroperitoneal effusion,2
Prosthetic cardiac valve stenosis,2
Hypothyroid cardiomyopathy,2
Thyroglobulin increased,2
Unspecified vitamin B deficiency,2
Allergy to immunoglobulin therapy,2
Dexamethasone suppression test negative,2
Meningitis toxoplasmal,2
Allescheriosis,2
Strangulated hernia,2
Foetal hypokinesia,2
Hydrocholecystis,2
Noninfective bartholinitis,2
Pacemaker generated arrhythmia,2
Anti B antibody positive,2
Cervicitis mycoplasmal,2
Prosthetic cardiac valve obstruction,2
Globulins increased,2
ORAL CONTRACEPTION,2
DERMATOMYOSITIS,2
Scan with contrast abnormal,2
Systemic viral infection,2
Dengue shock syndrome,2
Injection site haematoma,2
Reaction to food colouring,2
RECURRENT UTI,2
Multiple acyl-coenzyme A dehydrogenase deficiency,2
INITIAL INSOMNIA,2
HYPOGONADISM,2
POSTMENOPAUSAL SYMPTOMS,2
Arterectomy with graft replacement,2
Fear of crowded places,2
Foaming at mouth,2
Nail pigmentation,2
Illogical thinking,2
Vagal nerve stimulator removal,2
Skin infection NOS,2
Pleural decortication,2
Tenolysis,2
INCONTINENCE,2
Congenital hearing disorder,2
Pantothenic acid deficiency,2
Calcium low,2
Oculocephalogyric reflex absent,2
 AGITATION,2
Latent tetany,2
Transgenerational epigenetic inheritance,2
Biopsy breast abnormal,2
Borderline hypertension,2
POST PROCEDURAL INFLAMMATION,2
Voyeurism,2
Hyperglycemia,2
Labial tie,2
Cervicogenic vertigo,2
Spinal manipulation,2
Nikolsky's sign positive,2
Muscle cramp,2
Bladder sphincterectomy,2
Congenital thyroid disorder,2
Muscle relaxant drug level therapeutic,2
Antimitochondrial antibody normal,2
INTERSTITIAL GRANULOMATOUS DERMATITIS,2
Melanocortin 4 receptor deficiency,2
Osteocalcin increased,2
ABSENCE SEIZURE,2
Ureter cytology,2
Salivary duct stenosis,2
ATTENTION DEFICIT/HYPERACTIVITY DISORDER,2
Polycystic kidney,2
Aspergillus flavus infection,2
Frozen shoulder,2
"Sleep disorder due to general medical condition, hypersomnia type",2
LACRIMATION,2
Renin decreased,2
Costal cartilage fracture,2
Ectopic antidiuretic hormone secretion,2
Migraine postdrome,2
GENERALIZED TONIC-CLONIC SEIZURE,2
PAIN IN EXTREMITY,2
Lumbar spine flattening,2
Uric acid abnormal,2
Genitalia external ambiguous,2
Purple urine bag syndrome,2
Blood estrogen abnormal,2
IDIOPATHIC PULMONARY ARTERIAL HYPERTENSION,2
EPIDURAL TEST DOSE,2
Left atrial appendage occlusion,2
Salivary hyposecretion,2
Rebound atopic dermatitis,2
Acute graft versus host disease in eye,2
Spinal empyema,2
LIVER ABSCESS,2
Congenital bladder neck obstruction,2
Haemochromatosis trait,2
Buried penis syndrome,2
Folic acid deficiency,2
Hair loss,2
Urine phosphorus abnormal,2
Citric acid urine decreased,2
Product physical issue,2
Capripox viral infection,2
Ictal epileptic headache,2
Heparin-induced thrombocytopenia test,2
Macular pseudohole,2
Recurring skin boils,2
Foetal placental thrombosis,2
Bottle feeding,2
Varicose veins,2
Ventricular dyskinesia,2
SLEEP LOSS,2
Vulvovaginitis streptococcal,2
MOBILITY DECREASED,2
Corneal epitheliopathy,2
PANCREATITIS,2
POSTOPERATIVE PAIN RELIEF,2
Von Willebrand's factor inhibition,2
Cardiac siderosis,2
Bladder diverticulum,2
BEHAVIOUR DISORDER,2
Anti-soluble liver antigen/liver pancreas antibody,2
Glucose high,2
THERAPEUTIC EMBOLISATION,2
Vocal fold immobility,2
DISLOCATED SHOULDER,2
Idiosyncratic drug reaction,2
Erythroblast count increased,2
PRODUCT  USED FOR UNKNOWN INDICATION,2
Eczematous cheilitis,2
EQUILIBRIUM TROUBLE,2
Abnormal gait,2
Stiffness,2
Cerebral arterial aneurysm,2
Poverty of thought content,2
BACTERIAL SEPSIS,2
Peripheral nerve compression,2
Ophthalmic artery occlusion,2
Cytomegalovirus immunisation,2
BRONCHIAL HYPERREACTIVITY,2
Intestinal varices,2
 MIGRAINE HEADACHE,2
Pulmonary alveolar microlithiasis,2
Hepatitis E virus test positive,2
OSTEOARTHRITIS KNEE,2
Histamine release test,2
VON WILLEBRAND'S DISEASE,2
RESPIRATORY TRACT INFECTION,2
Bronchitis asthmatic,2
ACUTE CYSTITIS,2
Stressed eating,2
Eczema vesicular,2
Disseminated gonococcal infection,2
Acute diverticulitis,2
Wound cleaning,2
Pigmentary maculopathy,2
Drowning,2
PD-L1 protein expression,2
Kyphosis congenital,2
Amniotic membrane rupture test,2
Congenital foot malformation,2
OBSTRUCTIVE AIRWAYS DISORDER,2
PROMOTION OF WOUND HEALING,2
Cafe au lait spots,2
Ultrasound prostate abnormal,2
Splenic sarcoidosis,2
Urinary tract imaging,2
Double ureter,2
Pain legs,2
Complicated malaria,2
Paroxysmal supraventricular tachycardia,2
Multilobar pneumonia,2
MEDICATION DOSE DECREASED,2
Vitreous fibrin,2
Radiation osteitis,2
CHEMICAL BURNS OF EYE,2
 TYPE 1 DIABETES MELLITUS,2
Flavivirus infection,2
CATATONIA,2
NERVE DAMAGE,2
Uraemic neuropathy,2
SMN2 status assay,2
Galactostasis,2
Intestinal cyst,2
OCULAR HYPERTENSION,2
Herpes viral infection NOS,2
Truss user,2
Haemangioendothelioma malignant,2
